ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
1396,Di Livio,DI LIVIO  ,0,0,0,1,1,1,0,1,0,0,0,0,6,175,R,B,6,6,75,74,74,90,79,81,83,76,77,80,82,76,81,77,69,78,73,70,75,75,75,74,70,86,50,88,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,73,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,R,White,0,15,Padova,24
1397,Rivera,R I V E R A,0,0,0,0,0,0,0,0,1,0,0,0,9,175,R,B,5,5,88,35,74,70,74,72,82,80,90,73,92,83,92,74,85,86,78,88,93,80,73,94,70,75,50,90,7,5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,3,2,1,1,26,66,Italy,1,0,1,-1,-2,0,1,1,2,0,1,1,0,-1,N,None,0,10,Milan,23
1398,Mancini R.,MANCINI R.,0,0,0,0,0,0,0,0,1,0,1,1,11,179,R,B,7,5,92,48,79,82,80,82,90,85,94,84,94,84,83,78,91,82,91,80,82,72,74,96,76,88,50,90,8,7,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,2,1,1,28,76,Italy,1,0,1,0,-2,0,1,1,2,0,1,1,0,-1,N,None,0,23,Sampdoria,13
1399,Baggio R.,BAGGIO R.,0,0,0,0,0,0,0,0,1,0,0,1,11,174,R,B,6,5,97,42,82,84,84,85,94,90,97,86,96,77,92,74,97,85,97,96,93,75,72,99,73,94,50,93,7,7,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,C,1,2,1,1,26,73,Italy,2,0,1,-2,0,0,1,1,0,0,0,-1,-2,2,R,White,0,18,Brescia,1
1400,Zola,Z  O  L  A,0,0,0,0,0,0,0,0,1,0,1,0,11,168,R,B,5,6,92,46,80,75,72,82,93,88,94,76,93,80,85,86,90,90,91,95,94,65,73,95,75,86,50,85,8,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,3,1,1,1,37,67,Italy,1,0,1,-1,-2,0,1,1,2,0,1,1,0,-1,N,None,0,21,Cagliari,8
1401,Donadoni,D O N A D O N I,0,0,0,0,0,0,1,1,1,1,0,0,8,173,R,B,6,6,78,64,86,88,80,82,80,86,80,78,82,84,78,80,78,78,80,68,72,58,66,82,66,82,50,86,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,B,2,1,1,1,27,68,Italy,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,17,Atalanta,7
1402,Schillaci,SCHILLACI,0,0,0,0,0,0,0,0,0,0,0,1,12,175,R,B,5,5,86,33,73,85,76,79,91,85,68,69,75,74,73,72,92,85,90,77,75,88,85,75,92,85,50,66,6,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,70,Italy,1,0,1,2,-2,0,1,1,2,0,1,1,0,-1,N,None,0,9,Messina,16
1403,Vialli,V I A L L I,0,0,0,0,0,0,0,0,0,0,1,1,12,180,R,B,7,6,92,42,86,84,82,83,90,80,83,78,78,74,70,68,91,89,84,68,66,89,86,83,84,89,50,83,7,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,1,2,1,1,27,78,Italy,1,0,1,0,-2,0,1,1,2,0,1,1,0,-1,N,None,0,12,Sampdoria,14
1404,Jongbloed,JONGBLOED,1,0,0,0,0,0,0,0,0,0,0,0,0,180,R,B,5,5,30,77,74,63,73,74,80,75,67,63,66,68,65,60,50,85,51,59,58,68,75,58,70,70,78,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,34,74,Netherlands,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,8,,0
1405,Rijsbergen,RIJSBERGEN,0,0,1,1,0,0,0,0,0,0,0,0,3,181,R,B,5,5,55,84,82,84,80,78,80,73,68,66,72,70,74,72,58,76,56,55,52,84,82,72,82,80,50,82,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,A,1,1,1,1,26,80,Netherlands,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,17,Feyenoord,25
1406,Haan,H  A  A  N,0,1,0,0,1,0,1,0,0,0,0,0,5,183,R,B,5,5,68,70,80,82,74,76,82,70,76,72,77,77,76,75,70,95,68,77,70,70,68,76,72,78,50,85,7,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1,8,1,1,25,83,Netherlands,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,2,Anderlecht,26
1407,Suurbier,S U U R B I E R,0,0,0,1,0,1,0,1,0,0,0,0,6,181,R,B,6,5,76,72,75,90,88,87,78,80,78,84,78,76,75,77,68,76,65,68,80,72,76,78,82,80,50,88,7,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,A,1,1,1,1,27,80,Netherlands,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,20,Ajax,15
1408,Krol,K  R  O  L,0,1,1,1,1,0,0,0,0,0,0,0,2,184,L,B,7,7,72,90,82,82,80,80,84,78,82,76,84,82,84,85,68,78,65,65,73,78,78,84,70,82,50,82,8,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,A,1,1,1,1,26,76,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,12,Ajax,9
1409,Van Hanegem,VAN HANEGEM,0,0,0,0,1,0,1,0,0,0,0,0,5,185,L,B,4,3,80,70,80,85,68,71,82,68,88,70,95,77,96,78,75,83,80,85,93,68,69,92,80,82,50,88,8,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,A,1,2,1,1,28,82,Netherlands,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,3,Feyenoord,20
1410,Jansen W.,JANSEN W.,0,0,0,0,1,0,1,0,0,0,0,0,5,166,L,B,5,5,68,80,78,92,76,75,82,72,78,75,78,76,76,67,72,80,70,70,65,74,72,80,78,80,50,86,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,B,1,1,1,1,26,65,Netherlands,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,6,Feyenoord,26
1411,Neeskens,N E E S K E N S,0,0,0,0,1,0,1,0,1,0,0,0,7,178,R,B,5,5,82,72,80,92,84,85,88,85,84,80,86,82,82,80,84,86,85,70,72,78,82,86,88,90,50,90,8,7,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,A,2,1,1,1,23,72,Netherlands,1,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,0,13,Ajax,12
1412,Rep,R    E    P,0,0,0,0,0,0,0,1,0,1,0,0,10,178,R,B,4,5,83,55,68,86,88,87,66,86,84,87,80,77,78,72,78,79,75,74,76,80,83,82,84,72,50,80,6,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,22,73,Netherlands,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,16,Valencia,9
1413,Cruijff,C R U I J F F,0,0,0,0,0,0,1,1,1,1,1,1,9,180,R,B,7,6,98,35,88,88,90,92,97,96,98,94,97,88,94,86,95,84,92,82,92,78,82,99,80,96,50,90,8,6,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,B,3,2,1,1,25,68,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,14,Ajax,11
1414,Rensenbrink,RENSENBRINK,0,0,0,0,0,0,0,0,0,1,0,1,12,178,L,L,4,4,86,57,74,85,90,86,78,85,85,75,83,79,82,83,82,85,76,77,75,82,80,85,86,76,50,82,6,6,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,2,1,1,1,27,76,Netherlands,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,15,Anderlecht,23
1415,Van Breukelen,VAN BREUKELEN,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,85,78,65,69,70,85,74,51,52,58,55,60,64,45,65,40,53,48,45,80,56,57,82,88,72,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A,1,1,1,3,32,86,Netherlands,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,1,PSV Eindhoven,12
1416,Koeman R.,KOEMAN R.,0,1,1,0,0,0,0,0,0,0,0,0,2,182,R,B,5,5,83,70,87,82,72,69,75,70,76,71,80,83,96,95,88,98,83,93,75,77,78,80,90,82,50,85,6,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,A,1,8,1,1,25,81,Netherlands,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,4,Barcellona,2
1417,Van Tiggelen,VAN TIGGELEN,0,0,1,1,0,1,0,0,0,0,0,0,4,183,R,B,4,4,72,70,74,84,84,82,74,77,81,80,78,76,79,78,76,88,74,73,53,64,79,76,77,83,50,85,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,31,70,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,23,Anderlecht,27
1418,Rijkaard,R I J K A A R D,0,1,1,0,1,0,0,0,0,0,0,0,5,190,R,B,6,5,78,90,96,92,79,82,88,74,88,77,88,83,89,84,81,90,85,76,70,88,93,90,75,84,50,90,8,6,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,A,3,1,1,1,26,80,Netherlands,4,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,0,5,Milan,8
1419,Van Aerle,VAN AERLE,0,0,0,1,1,1,0,0,0,0,0,0,4,179,R,R,5,5,62,83,84,90,82,80,80,73,76,77,76,75,74,72,65,78,64,64,62,80,76,77,82,84,50,88,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,A,1,1,1,1,25,76,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,19,PSV Eindhoven,2
1420,Wouters,W O U T E R S,0,0,0,0,1,0,1,0,0,0,0,0,5,175,R,R,5,5,65,80,80,86,76,77,80,78,75,72,80,79,76,78,77,79,75,63,54,76,79,80,82,84,50,82,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,A,1,1,1,1,29,74,Netherlands,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,18,PSV Eindhoven,1
1421,Koeman E.,KOEMAN E.,0,0,0,0,0,0,0,1,0,1,0,0,8,180,L,L,4,4,72,76,78,85,78,77,76,74,76,73,78,73,76,75,72,82,72,73,68,72,78,76,76,80,50,82,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,B,1,8,1,1,27,78,Netherlands,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,22,PSV Eindhoven,27
1422,Vanenburg,VANENBURG,0,0,0,0,0,0,0,1,1,1,0,0,8,172,R,R,5,5,82,50,66,83,83,85,76,88,88,86,84,83,84,80,78,76,75,83,78,61,66,85,68,75,50,85,7,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,A,1,1,1,1,25,68,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,7,PSV Eindhoven,28
1423,Muhren,M U H R E N,0,0,0,0,0,0,1,1,1,0,0,0,9,178,L,L,5,5,78,55,76,82,74,75,80,78,84,76,90,86,88,84,76,78,80,85,82,68,70,88,70,82,50,88,7,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,A,1,1,1,1,26,76,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,21,Ajax,2
1424,Gullit,G U L L I T,0,1,0,0,0,0,1,1,1,1,0,1,9,185,R,B,6,5,89,68,94,85,88,95,85,87,91,76,90,90,86,94,87,90,85,75,75,97,98,93,80,80,50,90,8,3,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,C,2,2,1,1,26,85,Netherlands,4,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,0,10,Milan,10
1425,Keizer,K E I Z E R,0,0,0,0,0,0,0,1,0,1,0,0,10,175,L,L,4,4,85,38,78,82,86,88,78,82,88,90,80,80,82,78,78,78,80,76,78,68,72,86,75,80,50,85,7,6,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,A,2,1,1,1,27,70,Netherlands,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,9,Ajax,5
1426,Van Basten,VAN BASTEN,0,0,0,0,0,0,0,0,0,0,0,1,12,188,R,B,7,6,99,42,88,81,84,93,97,88,90,86,88,77,83,74,99,94,95,77,78,91,88,95,92,72,50,77,7,3,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,C,3,2,4,1,25,80,Netherlands,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,11,Milan,9
1427,Pumpido,P U M P I D O,1,0,0,0,0,0,0,0,0,0,0,0,0,182,R,B,4,4,30,92,78,68,75,71,90,74,50,53,51,59,52,63,43,75,45,55,58,62,82,47,55,72,88,73,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,80,Argentina,1,0,1,-3,0,0,1,1,0,0,0,-1,-2,2,N,None,0,18,Velez Sarsfield,3
1428,Ruggeri O.,RUGGERI O.,0,0,1,1,0,0,0,0,0,0,0,0,3,183,R,R,5,5,65,95,86,84,80,78,84,74,76,76,76,79,79,78,71,77,70,69,56,88,94,77,70,90,50,75,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,B,1,1,1,1,24,82,Argentina,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,19,Boca Juniors,26
1429,Brown J.,B R O W N   J .,0,1,1,0,0,0,0,0,0,0,0,0,2,183,R,B,5,5,62,84,81,81,74,73,81,77,78,72,75,71,76,68,64,83,68,62,58,81,84,71,64,70,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,81,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,3,Racing Avellaneda,5
1430,Cuciuffo,C U C I U F F O,0,0,1,1,1,0,0,0,0,0,0,0,4,176,R,B,5,5,72,78,78,84,75,73,78,76,76,73,78,70,80,71,66,75,65,65,64,74,76,77,68,75,50,83,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,25,72,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,9,Velez Sarsfield,5
1431,Batista,B A T I S T A,0,0,0,0,1,0,0,0,0,0,0,0,5,186,R,B,5,5,66,82,84,90,73,72,75,67,73,70,83,76,84,77,68,82,68,75,62,70,73,77,63,83,50,88,7,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,A,1,1,1,1,23,82,Argentina,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,2,Argentinos Juniors,31
1432,Giusti,G I U S T I,0,0,0,0,0,1,1,1,0,0,0,0,7,178,R,R,5,5,68,73,78,86,75,74,82,77,81,77,82,76,79,76,73,78,70,74,73,51,67,79,78,74,50,85,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,A,1,1,1,1,29,76,Argentina,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,0,14,Independiente,8
1433,Olarticoenchea,OLARTICOENCHEA,0,0,1,1,0,1,0,0,0,0,0,0,6,169,R,B,6,6,70,75,80,88,77,76,73,78,73,77,74,72,77,74,67,77,65,61,65,78,81,75,74,73,50,77,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,A,1,1,1,1,28,71,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,16,Racing Avellaneda,11
1434,Burruchaga,BURRUCHAGA,0,0,0,0,0,0,0,0,1,0,1,0,9,177,R,B,6,6,82,47,79,82,83,80,75,90,91,83,87,80,83,80,78,86,76,80,75,72,75,90,85,73,50,82,6,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,A,1,2,1,1,23,75,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,7,Nantes,13
1435,Enrique,E N R I Q U E,0,0,0,0,0,0,0,1,1,0,1,0,9,172,R,B,5,5,78,55,70,92,83,85,74,84,86,84,77,75,76,74,72,80,71,73,71,74,78,79,86,77,50,82,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,24,71,Argentina,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,12,River Plate,11
1436,Maradona,M A R A D O N A,0,0,0,0,0,0,0,0,1,1,1,1,11,165,L,B,8,8,99,52,99,92,92,97,99,99,99,99,99,97,99,95,99,95,99,99,99,66,71,99,88,99,50,97,8,3,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,C,4,2,1,1,25,70,Argentina,3,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,0,10,Napoli,9
1437,Valdano,V A L D A N O,0,0,0,0,0,0,0,0,1,0,0,1,12,188,R,B,5,5,87,53,86,86,80,77,78,72,82,72,81,78,79,74,84,89,80,77,77,80,78,83,80,83,50,93,7,6,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,84,Argentina,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,11,Zaragoza,11
1438,Fillol,F I L L O L,1,0,0,0,0,0,0,0,0,0,0,0,0,183,R,B,4,4,30,95,78,65,73,73,96,73,55,51,57,56,60,68,44,80,40,47,48,45,82,57,72,82,94,73,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,80,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,5,River Plate,2
1439,Passarella,PASSARELLA,0,1,1,0,0,0,0,0,0,0,0,0,2,173,L,B,7,5,75,96,81,92,75,72,73,70,83,74,83,75,86,79,78,86,77,90,85,92,98,85,77,97,50,95,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,A,1,1,1,1,25,71,Argentina,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,22,River Plate,3
1440,Galvan,G A L V A N,0,0,1,0,0,0,0,0,0,0,0,0,3,175,R,B,5,5,58,84,80,78,72,71,76,74,71,68,75,68,79,69,59,72,70,53,50,79,84,65,60,74,50,78,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,28,70,Argentina,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,8,,0
1441,Tarantini,TARANTINI,0,0,0,1,0,0,0,0,0,0,0,0,4,179,R,B,5,5,77,73,76,87,78,75,73,73,78,75,77,74,78,76,72,75,67,63,66,73,78,74,78,77,50,78,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,72,Argentina,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,20,Boca Juniors,24
1442,Gallego,G A L L E G O,0,1,0,0,1,0,0,0,0,0,0,0,5,170,L,B,4,4,80,68,81,88,71,74,77,70,81,70,82,73,81,71,69,79,67,62,63,72,76,78,78,85,50,80,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,B,1,1,1,1,23,70,Argentina,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,6,River Plate,4
1443,Redondo,R E D O N D O,0,0,0,0,1,0,0,0,0,0,0,0,5,186,L,B,4,4,75,80,83,87,75,73,85,76,91,70,88,87,90,86,68,80,65,65,72,70,72,90,60,83,50,90,7,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,C,1,2,1,1,29,75,Argentina,1,0,1,-2,0,0,1,1,0,0,0,-1,-2,2,N,None,0,17,Tenerife,9
1444,Almeyda,A L M E Y D A,0,0,1,0,1,0,1,0,0,0,0,0,5,175,R,B,5,5,68,91,85,96,78,76,88,76,74,70,84,77,80,74,58,79,64,60,60,76,81,77,95,92,50,90,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,A,1,1,1,1,26,72,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,15,Lazio,13
1445,Ardiles,A R D I L E S,0,0,0,0,1,0,1,0,1,0,0,0,7,168,R,B,5,5,83,62,69,90,76,75,82,87,88,73,90,75,91,76,75,71,73,76,84,73,75,92,73,82,50,95,8,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,2,1,1,1,25,62,Argentina,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,R,White,0,1,Tottenham Hotspur,11
1446,Bertoni,B E R T O N I,0,0,0,0,0,0,0,1,1,1,0,0,9,179,R,B,7,6,83,52,78,86,85,88,76,85,93,94,80,77,78,75,85,86,84,75,78,72,75,94,88,77,50,70,6,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,A,2,1,1,1,24,76,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,4,Independiente,1
1447,Luque L.,L U Q U E   L .,0,0,0,0,0,0,0,0,0,0,0,1,12,177,R,B,5,5,90,33,80,81,82,80,85,80,84,82,74,73,72,74,88,82,86,68,62,86,83,85,88,73,50,77,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,75,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,23,River Plate,6
1448,Kempes,K E M P E S,0,0,0,0,0,0,0,0,0,1,1,1,12,181,L,L,5,5,94,38,83,85,85,94,86,88,83,85,80,75,77,76,97,86,90,78,75,86,85,88,92,85,50,83,6,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,2,1,1,1,23,78,Argentina,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,13,Valencia,29
1449,Batistuta,BATISTUTA,0,0,0,0,0,0,0,0,0,0,0,1,12,185,R,B,5,4,97,24,90,88,84,86,93,80,80,78,78,76,68,78,94,92,92,86,87,88,86,92,90,87,50,71,7,7,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,A,1,2,1,1,30,80,Argentina,2,0,1,-2,0,0,0,0,0,0,0,0,0,0,R,White,0,21,Fiorentina,14
1450,Felix,F  E  L  I  X,1,0,0,0,0,0,0,0,0,0,0,0,0,176,R,B,5,5,40,85,83,58,65,66,91,65,47,44,53,46,56,55,38,76,45,45,42,43,84,53,51,77,85,70,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,33,72,Brazil,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,1,Fluminense,18
1451,Piazza,P I A Z Z A,0,0,1,0,1,0,0,0,0,0,0,0,3,176,R,B,5,5,61,83,79,78,72,73,81,73,73,70,74,74,73,73,66,76,64,62,60,74,75,80,58,85,50,90,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,27,74,Brazil,3,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,0,3,,0
1452,Brito,B  R  I  T  O,0,1,1,0,0,0,0,0,0,0,0,0,3,182,R,B,5,5,65,85,83,76,73,72,80,75,74,72,67,75,73,72,63,81,66,67,58,84,78,72,64,71,50,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,31,81,Brazil,3,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,2,Vasco da Gama,23
1453,Carlos Alberto,CARLOS ALBERTO,0,0,1,1,0,1,0,0,0,0,0,0,4,180,R,R,5,5,80,70,76,84,80,73,74,75,80,77,74,70,78,77,76,90,73,57,73,74,75,76,83,82,50,95,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,26,77,Brazil,3,0,1,0,0,0,1,1,0,0,0,-1,-2,2,N,None,0,4,Santos,27
1454,Everaldo,E V E R A L D O,0,0,0,1,0,0,0,0,0,0,0,0,4,171,L,L,4,4,80,68,71,90,87,85,71,80,81,86,78,71,82,80,67,78,70,66,80,70,78,80,83,72,50,80,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,68,Brazil,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,16,Gremio,10
